algorithm,run_number,run_duration,iterations,cost
Greedy,0,0.01723003387451172,,43477
Greedy,0,0.025415897369384766,,42154
Greedy,0,0.06565999984741211,,43846
Greedy,0,0.1229701042175293,,43486
Greedy,0,0.16603612899780273,,45367
Greedy,0,0.06134200096130371,,44449
Greedy,0,0.02301168441772461,,42604
Greedy,0,0.012679100036621094,,43207
Greedy,0,0.035225629806518555,,42433
Greedy,0,0.017498016357421875,,42856
Greedy,0,0.0845801830291748,,42865
Greedy,0,0.0058078765869140625,,44017
Greedy,0,0.05472421646118164,,44368
Greedy,0,0.007009744644165039,,43189
Greedy,0,0.015556097030639648,,42829
Greedy,0,0.09933328628540039,,42811
Greedy,0,0.002184152603149414,,43126
Greedy,0,0.060529232025146484,,42847
Greedy,0,0.09961199760437012,,42271
Greedy,0,0.034465789794921875,,42028
Greedy,0,0.014837980270385742,,43036
Greedy,0,0.013071775436401367,,43441
Greedy,0,0.24878907203674316,,42874
Greedy,0,0.011211156845092773,,43945
Greedy,0,0.07208514213562012,,43000
Greedy,0,0.03333783149719238,,42937
Greedy,0,0.014509916305541992,,43720
Greedy,0,0.06621789932250977,,42721
Greedy,0,0.00737309455871582,,44062
Greedy,0,0.07523989677429199,,43063
Greedy,0,0.014555931091308594,,43288
Greedy,0,0.01960015296936035,,43603
Greedy,0,0.012876033782958984,,43288
Greedy,0,0.06422114372253418,,42649
Greedy,0,0.009880781173706055,,43207
Greedy,0,0.025480985641479492,,42982
Greedy,0,0.030365943908691406,,43009
Greedy,0,0.020557165145874023,,43153
Greedy,0,0.04359292984008789,,42586
Greedy,0,0.008733034133911133,,43675
Greedy,0,0.01629495620727539,,43450
Greedy,0,0.048287153244018555,,42973
Greedy,0,0.013702869415283203,,42640
Greedy,0,0.07996582984924316,,42199
Greedy,0,0.007094144821166992,,42892
Greedy,0,0.026634931564331055,,44638
Greedy,0,0.0032198429107666016,,43405
Greedy,0,0.022089004516601562,,43018
Greedy,0,0.18404603004455566,,42055
Greedy,0,0.011912822723388672,,42118
Greedy,0,0.1018519401550293,,43000
Greedy,0,0.09436583518981934,,43810
Greedy,0,0.04636788368225098,,43279
Greedy,0,0.016461849212646484,,42163
Greedy,0,0.02722477912902832,,43189
Greedy,0,0.025211095809936523,,42946
Greedy,0,0.10298418998718262,,42838
Greedy,0,0.008741140365600586,,43909
Greedy,0,0.04626798629760742,,43000
Greedy,0,0.02243518829345703,,43594
Greedy,0,0.008957147598266602,,44116
Greedy,0,0.011176109313964844,,42577
Greedy,0,0.019259214401245117,,43315
Greedy,0,0.020335674285888672,,42379
Greedy,0,0.04348921775817871,,43864
Greedy,0,0.013504981994628906,,43702
Greedy,0,0.021708965301513672,,43387
Greedy,0,0.02990412712097168,,43360
Greedy,0,0.0032231807708740234,,43774
Greedy,0,0.029394149780273438,,44062
Greedy,0,0.0315852165222168,,44008
Greedy,0,0.006980180740356445,,42883
Greedy,0,0.029049158096313477,,42757
Greedy,0,0.009300947189331055,,43315
Greedy,0,0.05559802055358887,,43144
Greedy,0,0.06978392601013184,,44017
Greedy,0,0.1050107479095459,,43162
Greedy,0,0.11884617805480957,,42361
Greedy,0,0.05884122848510742,,41884
Greedy,0,0.06869125366210938,,43720
Greedy,0,0.06679296493530273,,43090
Greedy,0,0.06836485862731934,,43738
Greedy,0,0.02519702911376953,,43801
Greedy,0,0.01794719696044922,,44026
Greedy,0,0.019073009490966797,,43486
Greedy,0,0.04188203811645508,,43729
Greedy,0,0.013382911682128906,,41767
Greedy,0,0.0426788330078125,,43837
Greedy,0,0.014190196990966797,,43288
Greedy,0,0.03750801086425781,,44134
Greedy,0,0.057621002197265625,,43513
Greedy,0,0.00991511344909668,,43720
Greedy,0,0.01596689224243164,,42667
Greedy,0,0.010484933853149414,,43495
Greedy,0,0.06954169273376465,,44152
Greedy,0,0.027240276336669922,,43171
Greedy,0,0.05106306076049805,,43954
Greedy,0,0.0022268295288085938,,42784
Greedy,0,0.016648292541503906,,44377
Greedy,0,0.0021309852600097656,,43099
Greedy,0,0.025082826614379883,,42523
Greedy,0,0.0021109580993652344,,43441
Greedy,0,0.006624937057495117,,42622
Greedy,0,0.03588700294494629,,43522
Greedy,0,0.061263084411621094,,43036
Greedy,0,0.02276897430419922,,42856
Greedy,0,0.0973198413848877,,43081
Greedy,0,0.018251895904541016,,43459
Greedy,0,0.002110004425048828,,42154
Greedy,0,0.11615729331970215,,44413
Greedy,0,0.08688616752624512,,42667
Greedy,0,0.013419866561889648,,43018
Greedy,0,0.11525893211364746,,43126
Greedy,0,0.00335693359375,,42388
Greedy,0,0.0656731128692627,,43252
Greedy,0,0.0249478816986084,,42406
Greedy,0,0.03432202339172363,,43027
Greedy,0,0.07386493682861328,,43630
Greedy,0,0.009500741958618164,,43351
Greedy,0,0.05431699752807617,,42910
Greedy,0,0.03492474555969238,,43828
Greedy,0,0.00203704833984375,,43135
Greedy,0,0.021207094192504883,,43369
Greedy,0,0.03325319290161133,,43198
Greedy,0,0.0962522029876709,,43513
Greedy,0,0.0553736686706543,,43720
Greedy,0,0.041528940200805664,,43243
Greedy,0,0.005383014678955078,,43270
Greedy,0,0.00978994369506836,,43540
Greedy,0,0.02760028839111328,,43972
Greedy,0,0.00177001953125,,42478
Greedy,0,0.03308296203613281,,43891
Greedy,0,0.06123495101928711,,43405
Greedy,0,0.03806805610656738,,42982
Greedy,0,0.006795644760131836,,43990
Greedy,0,0.042832136154174805,,43963
Greedy,0,0.08217978477478027,,42577
Greedy,0,0.024631023406982422,,43720
Greedy,0,0.01025390625,,43648
Greedy,0,0.006827116012573242,,44215
Greedy,0,0.06244397163391113,,43513
Greedy,0,0.010141134262084961,,43126
Greedy,0,0.019294023513793945,,41992
Greedy,0,0.02083611488342285,,43180
Greedy,0,0.03190016746520996,,42334
Greedy,0,0.02029109001159668,,42757
Greedy,0,0.02589583396911621,,43558
Greedy,0,0.006769895553588867,,43063
Greedy,0,0.10790014266967773,,42370
Greedy,0,0.07744216918945312,,42874
Greedy,0,0.06723189353942871,,43279
Greedy,0,0.044232845306396484,,43279
Greedy,0,0.06750369071960449,,43414
Greedy,0,0.0162661075592041,,43054
