score
39697
79808
119919
160030
200141
240252
280363
320474
360585
400696
440807
480918
521029
561140
601251
641362
681473
721584
761695
801806
841917
882028
922139
962250
1002361
1042472
1082583
1122694
1162805
1202916
1243027
1283138
1323249
1363360
1403471
1443582
1483693
1523804
1563915
1604026
1644137
1684248
1724359
1764470
1804581
1844692
1884803
1924914
1965025
2005136
2045247
2085358
2125469
2165580
2205691
2245802
2285913
2326024
2366135
2406246
2446357
2486468
2526579
2566690
2606801
2646912
2687023
2727134
2767245
2807356
2847467
2887578
2927689
2967800
3007911
3048022
3088133
3128244
3168355
3208466
3248577
3288688
3328799
3368910
3409021
3449132
3489243
3529354
3569465
3609576
3649687
3689798
3729909
3770020
3810131
3850242
3890353
3930464
3970575
4010686
4050797
4090908
4131019
4171130
4211241
4251352
4291463
4331574
4371685
4411796
4451907
4492018
4532129
4572240
4612351
4652462
4692573
4732684
4772795
4812906
4853017
4893128
4933239
4973350
5013461
5053572
5093683
5133794
5173905
5214016
5254127
5294238
5334349
5374460
5414571
5454682
5494793
5534904
5575015
5615126
5655237
5695348
5735459
5775570
5815681
5855792
5895903
5936014
5976125
6016236
6056347
6096458
6136569
6176680
6216791
6256902
6297013
6337124
6377235
6417346
6457457
6497568
6537679
6577790
6617901
6658012
6698123
6738234
6778345
6818456
6858567
6898678
6938789
6978900
7019011
7059122
7099233
7139344
7179455
7219566
7259677
7299788
7339899
7380010
7420121
7460232
7500343
7540454
7580565
7620676
7660787
7700898
7741009
7781120
7821231
7861342
7901453
7941564
7981675
8021786
8061897
8102008
8142119
8182230
8222341
8262452
8302563
8342674
8382785
8422896
8463007
8503118
8543229
8583340
8623451
8663562
8703673
8743784
8783895
8824006
8864117
8904228
8944339
8984450
9024561
9064672
9104783
9144894
9185005
9225116
9265227
9305338
9345449
9385560
9425671
9465782
9505893
9546004
9586115
9626226
9666337
9706448
9746559
9786670
9826781
9866892
9907003
9947114
9987225
10027336
10067447
10107558
10147669
10187780
10227891
10268002
10308113
10348224
10388335
10428446
10468557
10508668
10548779
10588890
10629001
10669112
10709223
10749334
10789445
10829556
10869667
10909778
10949889
10990000
11030111
11070222
11110333
11150444
11190555
11230666
11270777
11310888
11350999
11391110
11431221
11471332
11511443
11551554
11591665
11631776
11671887
11711998
11752109
11792220
11832331
11872442
11912553
11952664
11992775
12032886
12072997
12113108
12153219
12193330
12233441
12273552
12313663
12353774
12393885
12433996
12474107
12514218
